Protein1	Protein2	Percent_Identity
WP_131096075.1	WP_251854117.1	98.339
WP_080314647.1	WP_251854117.1	98.339
WP_154902328.1	WP_251854117.1	98.007
WP_251854117.1	WP_320728654.1	98.007
WP_088717867.1	WP_251854117.1	96.013
WP_130993823.1	WP_251854117.1	96.013
WP_110191954.1	WP_251854117.1	96.013
WP_251854117.1	WP_285160118.1	95.349
WP_117115354.1	WP_251854117.1	95.681
WP_228932421.1	WP_251854117.1	95.349
WP_193863123.1	WP_251854117.1	95.017
WP_079927709.1	WP_251854117.1	95.017
WP_000984615.1	WP_195201760.1	97.934
WP_000984615.1	WP_025464676.1	99.379
WP_000984615.1	WP_225510875.1	97.241
WP_305802044.1	WP_419617794.1	100.0
WP_295538309.1	WP_305802044.1	100.0
WP_294030746.1	WP_305802044.1	100.0
WP_305802044.1	WP_305802211.1	100.0
WP_305802044.1	WP_419636161.1	100.0
WP_305802044.1	WP_419612356.1	100.0
WP_305802044.1	WP_419630772.1	100.0
WP_305801737.1	WP_305802044.1	100.0
WP_305802044.1	WP_419625096.1	99.859
WP_305802044.1	WP_419631751.1	99.859
WP_305802044.1	WP_419592802.1	99.013
WP_305802044.1	WP_419624666.1	98.872
WP_305802044.1	WP_419606917.1	98.872
WP_294041604.1	WP_305802044.1	98.731
WP_305802044.1	WP_419616092.1	98.59
WP_305801916.1	WP_305802044.1	100.0
WP_305801415.1	WP_305802044.1	100.0
WP_305802044.1	WP_419602363.1	99.836
WP_305802044.1	WP_305802988.1	100.0
WP_305802044.1	WP_419595086.1	99.441
WP_014164718.1	WP_077225197.1	99.804
WP_001277471.1	WP_005076672.1	98.936
WP_005076672.1	WP_078208044.1	98.649
WP_266621949.1	WP_398635914.1	99.401
WP_266621949.1	WP_371589027.1	95.21
WP_073797007.1	WP_381313175.1	99.545
WP_123082794.1	WP_381313175.1	98.636
WP_015344938.1	WP_235296452.1	98.955
WP_013023768.1	WP_015344938.1	98.932
WP_015344938.1	WP_023317514.1	98.577
WP_015344938.1	WP_182158421.1	98.221
WP_004200825.1	WP_015344938.1	98.577
WP_004152292.1	WP_015344938.1	98.221
WP_004152386.1	WP_015344938.1	98.221
WP_015344938.1	WP_407257447.1	98.221
WP_015344938.1	WP_124038216.1	97.865
WP_015344938.1	WP_023307528.1	97.153
WP_015344938.1	WP_262390845.1	96.622
WP_294052315.1	WP_305803120.1	99.904
WP_294052315.1	WP_419628362.1	99.808
WP_294041602.1	WP_294052315.1	99.868
WP_294052315.1	WP_419624667.1	99.837
WP_294052315.1	WP_419625199.1	95.429
WP_059349515.1	WP_062842771.1	97.165
WP_062842771.1	WP_094954618.1	96.907
WP_062842771.1	WP_317871800.1	97.165
WP_117039136.1	WP_227853124.1	99.918
WP_032425173.1	WP_117039136.1	99.918
WP_117039136.1	WP_241506328.1	99.835
WP_117039136.1	WP_255089151.1	99.835
WP_117039136.1	WP_195244026.1	99.835
WP_117039136.1	WP_223332460.1	99.835
WP_117039136.1	WP_219280016.1	99.753
WP_117039136.1	WP_342139705.1	99.753
WP_117039136.1	WP_135726248.1	99.753
WP_117039136.1	WP_228261357.1	99.903
WP_117039136.1	WP_227537174.1	99.577
WP_117039136.1	WP_279915268.1	99.88
WP_117039136.1	WP_253264372.1	99.721
WP_117039136.1	WP_227508163.1	100.0
WP_117039136.1	WP_285209260.1	100.0
WP_023280425.1	WP_117039136.1	99.831
WP_117039136.1	WP_234278754.1	100.0
WP_117039136.1	WP_247187835.1	100.0
WP_117039136.1	WP_142381959.1	98.507
WP_000546789.1	WP_000546794.1	99.675
WP_000546789.1	WP_279980817.1	99.672
WP_272563687.1	WP_348013716.1	95.046
WP_149617834.1	WP_259005116.1	99.47
WP_197832532.1	WP_259005116.1	99.47
WP_259005116.1	WP_334272656.1	99.293
WP_259005116.1	WP_260514446.1	99.293
WP_221002050.1	WP_259005116.1	99.117
WP_048292126.1	WP_259005116.1	99.117
WP_225287592.1	WP_259005116.1	98.94
WP_259005116.1	WP_275148294.1	99.59
WP_226003789.1	WP_342447906.1	98.462
WP_336372875.1	WP_342447906.1	98.655
WP_300448608.1	WP_300751513.1	99.74
WP_305801950.1	WP_419642028.1	100.0
WP_305801950.1	WP_419640856.1	100.0
WP_305801950.1	WP_419636160.1	100.0
WP_305801950.1	WP_419638136.1	97.129
WP_305801950.1	WP_419601640.1	99.367
WP_293653370.1	WP_305801950.1	98.113
WP_070352244.1	WP_149484262.1	99.538
WP_180167669.1	WP_369969738.1	97.43
WP_262095004.1	WP_369969738.1	97.095
WP_012478970.1	WP_369969738.1	96.983
WP_313439370.1	WP_369969738.1	96.76
WP_279920583.1	WP_369969738.1	96.648
WP_047542353.1	WP_053158235.1	98.462
WP_007901093.1	WP_053158235.1	95.385
WP_004584047.1	WP_088492418.1	99.143
WP_088492418.1	WP_281122832.1	99.143
WP_180167669.1	WP_313439370.1	97.765
WP_012478970.1	WP_313439370.1	97.654
WP_262095004.1	WP_313439370.1	97.318
WP_279920583.1	WP_313439370.1	97.095
WP_111849668.1	WP_279979463.1	97.5
WP_043960434.1	WP_279979463.1	97.0
WP_279979463.1	WP_284072655.1	96.296
WP_029424192.1	WP_279979463.1	96.296
WP_086379546.1	WP_279979463.1	95.767
WP_212798098.1	WP_279979463.1	95.327
WP_005894426.1	WP_147382725.1	97.789
WP_406746822.1	WP_406772639.1	98.387
WP_406743002.1	WP_406772639.1	100.0
WP_209358802.1	WP_311185613.1	99.091
WP_098714625.1	WP_353716985.1	96.842
WP_001180283.1	WP_353716985.1	97.368
WP_057690248.1	WP_353716985.1	95.767
WP_042523190.1	WP_213893650.1	98.944
WP_042523190.1	WP_110176990.1	98.768
WP_197832531.1	WP_259005115.1	99.642
WP_135718557.1	WP_259005115.1	99.642
WP_124988810.1	WP_259005115.1	98.925
WP_259005115.1	WP_400361157.1	99.642
WP_225287593.1	WP_259005115.1	98.925
WP_259005115.1	WP_275148362.1	99.642
WP_156484916.1	WP_259005115.1	96.057
WP_126634721.1	WP_323744436.1	96.154
WP_010942017.1	WP_235044994.1	96.97
WP_186111947.1	WP_226285368.1	99.153
WP_021499436.1	WP_114049383.1	99.371
WP_114049383.1	WP_194207679.1	97.484
WP_111442809.1	WP_124670519.1	99.393
WP_301347221.1	WP_419717877.1	100.0
WP_100676161.1	WP_349526226.1	98.744
WP_003226975.1	WP_106021845.1	98.742
WP_003226975.1	WP_086344531.1	98.742
WP_203347338.1	WP_395215280.1	99.592
WP_088295922.1	WP_368294979.1	99.483
WP_088295922.1	WP_117039132.1	99.483
WP_088295922.1	WP_104456885.1	99.483
WP_088295922.1	WP_193408147.1	99.225
WP_057280807.1	WP_227204391.1	97.541
WP_022601122.1	WP_227204391.1	97.541
WP_002053102.1	WP_002059537.1	96.703
WP_247441600.1	WP_247547291.1	99.686
WP_247458980.1	WP_247547291.1	98.116
WP_247547291.1	WP_316171741.1	97.017
WP_039039370.1	WP_368182358.1	99.344
WP_147264253.1	WP_209358788.1	99.492
WP_136997839.1	WP_304564167.1	95.366
WP_069517191.1	WP_092180812.1	98.734
WP_069517191.1	WP_346647616.1	97.468
WP_124988803.1	WP_420516567.1	99.838
WP_025760250.1	WP_133816107.1	96.667
WP_025760250.1	WP_370611813.1	96.667
WP_004691518.1	WP_004733109.1	98.425
WP_004691518.1	WP_222111902.1	98.425
WP_409424606.1	WP_413401227.1	100.0
WP_350594657.1	WP_409424606.1	99.713
WP_139430253.1	WP_421172056.1	99.632
WP_322129949.1	WP_421172056.1	99.265
WP_088244080.1	WP_393967822.1	99.488
WP_079927711.1	WP_393967822.1	99.488
WP_285160116.1	WP_393967822.1	98.805
WP_368462366.1	WP_393967822.1	98.635
WP_270816682.1	WP_393967822.1	98.635
WP_219606325.1	WP_393967822.1	98.294
WP_242688739.1	WP_393967822.1	95.051
WP_393967822.1	WP_420268956.1	98.99
WP_074227974.1	WP_115951817.1	97.461
WP_032736549.1	WP_354651699.1	99.807
WP_022064768.1	WP_032736549.1	99.615
WP_032736549.1	WP_048268330.1	99.615
WP_032736549.1	WP_049139990.1	99.615
WP_029561694.1	WP_369934507.1	96.54
WP_036413143.1	WP_373261449.1	99.419
WP_110591075.1	WP_373261449.1	99.128
WP_217992460.1	WP_373261449.1	98.962
WP_210850694.1	WP_373261449.1	99.262
WP_093209962.1	WP_322993016.1	95.396
WP_005315336.1	WP_017781381.1	96.786
WP_005315336.1	WP_408824984.1	96.786
WP_049732994.1	WP_071088673.1	99.561
WP_105120618.1	WP_205013733.1	99.213
WP_136628085.1	WP_205013733.1	99.213
WP_077306022.1	WP_173696135.1	100.0
WP_173696135.1	WP_173712758.1	99.17
WP_122218334.1	WP_122285216.1	95.279
WP_111855879.1	WP_148826980.1	95.016
WP_212431494.1	WP_370136728.1	98.992
WP_038982930.1	WP_154902331.1	99.843
WP_038982930.1	WP_214599071.1	99.528
WP_038982930.1	WP_159235868.1	99.528
WP_038982930.1	WP_421080084.1	100.0
WP_038982930.1	WP_198360711.1	100.0
WP_038982930.1	WP_320728518.1	100.0
WP_160209859.1	WP_162222046.1	99.383
WP_162222046.1	WP_278942988.1	97.119
WP_162222046.1	WP_283118386.1	96.914
WP_087216739.1	WP_162222046.1	96.914
WP_087302592.1	WP_162222046.1	96.708
WP_113771270.1	WP_224378686.1	99.718
WP_224378686.1	WP_407798410.1	97.59
WP_128094629.1	WP_233942874.1	95.223
WP_249842098.1	WP_279923646.1	99.355
WP_083235164.1	WP_229182682.1	96.206
WP_087672988.1	WP_140408702.1	100.0
WP_205622199.1	WP_371713541.1	99.42
WP_087302589.1	WP_195463998.1	99.132
WP_087302589.1	WP_278942989.1	98.048
WP_087302589.1	WP_196037652.1	96.304
WP_006873054.1	WP_087302589.1	96.087
WP_087302589.1	WP_147326821.1	96.087
WP_087302589.1	WP_302779665.1	95.87
WP_087302589.1	WP_195556716.1	95.87
WP_087216740.1	WP_087302589.1	95.87
WP_023280426.1	WP_332095267.1	99.835
WP_023280426.1	WP_109038910.1	99.835
WP_023280426.1	WP_032425175.1	99.835
WP_023280426.1	WP_238762061.1	99.835
WP_023280426.1	WP_285209261.1	99.835
WP_023280426.1	WP_114271266.1	99.835
WP_023280426.1	WP_219280014.1	99.505
WP_023280426.1	WP_109266406.1	99.658
WP_023280426.1	WP_369783712.1	100.0
WP_023280426.1	WP_223176969.1	100.0
WP_023280426.1	WP_368294976.1	100.0
WP_023280426.1	WP_243069316.1	100.0
WP_023280426.1	WP_227536660.1	99.737
WP_023280426.1	WP_227853124.1	99.419
WP_023280426.1	WP_410054638.1	99.676
WP_023280426.1	WP_223176970.1	100.0
WP_140527930.1	WP_226385867.1	95.906
WP_003581617.1	WP_082336827.1	98.035
WP_323087298.1	WP_427048667.1	99.057
WP_282626051.1	WP_427048667.1	97.674
WP_248062813.1	WP_427048667.1	96.19
WP_407208828.1	WP_427048667.1	95.714
WP_273953990.1	WP_427048667.1	100.0
WP_227696675.1	WP_397461379.1	98.861
WP_227696675.1	WP_367394429.1	97.494
WP_227696675.1	WP_280077501.1	95.455
WP_123449905.1	WP_218438114.1	98.435
WP_048268330.1	WP_049139990.1	99.615
WP_049139990.1	WP_354651699.1	99.422
WP_022064768.1	WP_049139990.1	99.229
WP_157009770.1	WP_363331345.1	98.505
WP_408338738.1	WP_408373217.1	97.846
WP_029803474.1	WP_253658256.1	99.254
WP_004129894.1	WP_104668658.1	96.541
WP_388642117.1	WP_403683692.1	95.442
WP_063957943.1	WP_264881896.1	98.704
WP_121426038.1	WP_264881896.1	98.704
WP_063437862.1	WP_264881896.1	98.488
WP_367394429.1	WP_397461379.1	98.178
WP_182408717.1	WP_367394429.1	96.128
WP_367394429.1	WP_427603207.1	95.9
WP_201203340.1	WP_367394429.1	95.9
WP_086379548.1	WP_420198659.1	99.377
WP_000062823.1	WP_086379548.1	99.377
WP_139430255.1	WP_373881120.1	98.611
WP_140320691.1	WP_253658252.1	99.841
WP_140320691.1	WP_225505037.1	99.682
WP_024731432.1	WP_191440965.1	99.701
WP_191440965.1	WP_195463997.1	98.802
WP_006873050.1	WP_191440965.1	98.204
WP_191440965.1	WP_418421511.1	97.248
WP_181968867.1	WP_191440965.1	96.364
WP_160309266.1	WP_161784194.1	99.723
WP_021539894.1	WP_045616272.1	98.063
WP_021539894.1	WP_109866045.1	97.821
WP_021539894.1	WP_062729626.1	97.821
WP_021539894.1	WP_311095086.1	97.579
WP_039146632.1	WP_050043974.1	95.845
WP_032740348.1	WP_348797699.1	99.784
WP_033523409.1	WP_042893639.1	100.0
WP_033523409.1	WP_194596956.1	99.852
WP_033523409.1	WP_420923540.1	99.557
WP_033523409.1	WP_161401524.1	99.851
WP_033523409.1	WP_165492547.1	99.702
WP_033523409.1	WP_154650415.1	97.932
WP_033523409.1	WP_215903000.1	100.0
WP_162519004.1	WP_362845058.1	96.802
WP_162519004.1	WP_374810046.1	100.0
WP_260604392.1	WP_327437518.1	100.0
WP_293154355.1	WP_293354464.1	98.669
WP_016122010.1	WP_098508853.1	99.824
WP_098508853.1	WP_106103874.1	100.0
WP_098508853.1	WP_264462926.1	97.535
WP_295758707.1	WP_300448605.1	99.764
WP_024945099.1	WP_324012191.1	97.333
WP_024945099.1	WP_374851355.1	97.333
WP_024945099.1	WP_139474240.1	96.444
WP_139474236.1	WP_324012199.1	95.723
WP_323891016.1	WP_324012199.1	95.575
WP_025509595.1	WP_153645712.1	98.947
WP_004584209.1	WP_097560345.1	99.664
WP_023847573.1	WP_097560345.1	98.98
WP_061868255.1	WP_097560345.1	97.315
WP_074453291.1	WP_097560345.1	96.644
WP_097560345.1	WP_315334420.1	96.309
WP_232208693.1	WP_323670418.1	99.174
WP_046543937.1	WP_241302714.1	97.409
WP_077233540.1	WP_241302714.1	96.622
WP_233963236.1	WP_263755306.1	100.0
WP_093209962.1	WP_133156752.1	96.931
WP_138578949.1	WP_289169996.1	97.6
WP_080398121.1	WP_346541591.1	96.57
WP_304291200.1	WP_308592226.1	98.085
WP_267109832.1	WP_295936452.1	99.312
WP_128677689.1	WP_134240920.1	98.889
WP_134240920.1	WP_208217646.1	98.611
WP_076544945.1	WP_279645822.1	98.039
WP_133118197.1	WP_165779420.1	99.791
WP_246562846.1	WP_370136720.1	99.556
WP_283293637.1	WP_283318502.1	100.0
WP_283293637.1	WP_283318025.1	100.0
WP_170050539.1	WP_316144972.1	96.552
WP_232556289.1	WP_316948685.1	99.14
WP_284554105.1	WP_316948685.1	97.507
WP_316948685.1	WP_367153883.1	97.411
WP_087216739.1	WP_278942988.1	99.794
WP_278942988.1	WP_283118386.1	99.383
WP_087302592.1	WP_278942988.1	99.177
WP_160209859.1	WP_278942988.1	97.737
WP_095974094.1	WP_153442758.1	98.958
WP_167944705.1	WP_358127078.1	99.857
WP_091407215.1	WP_167944705.1	99.714
WP_122754751.1	WP_311971418.1	99.242
WP_154859917.1	WP_191958698.1	98.315
WP_125034234.1	WP_270993885.1	99.16
WP_270993885.1	WP_275349696.1	98.319
WP_153459205.1	WP_270993885.1	100.0
WP_159089469.1	WP_270993885.1	98.99
WP_158414493.1	WP_270993885.1	98.958
WP_148673775.1	WP_270993885.1	98.936
WP_270993885.1	WP_342139703.1	97.647
WP_371277386.1	WP_373319412.1	100.0
WP_346186931.1	WP_373319412.1	100.0
WP_045616270.1	WP_137230137.1	99.474
WP_112067093.1	WP_137230137.1	99.211
WP_112886778.1	WP_137230137.1	97.105
WP_182956102.1	WP_394293821.1	97.196
WP_110177003.1	WP_182956102.1	95.794
WP_038877117.1	WP_312615998.1	96.286
WP_260753010.1	WP_260756153.1	100.0
WP_115780141.1	WP_211708884.1	98.103
WP_124455057.1	WP_211708884.1	95.935
WP_211708884.1	WP_229758060.1	97.605
WP_192230125.1	WP_325717661.1	98.655
WP_192230125.1	WP_282384012.1	98.879
WP_145015109.1	WP_192230125.1	97.758
WP_043128368.1	WP_408748525.1	99.317
WP_330604135.1	WP_418841988.1	98.734
WP_195325422.1	WP_196058107.1	99.035
WP_008800211.1	WP_029493444.1	97.753
WP_029493444.1	WP_060676656.1	96.591
WP_313238642.1	WP_371438402.1	97.391
WP_139398595.1	WP_374810048.1	99.739
WP_093363116.1	WP_132464575.1	99.667
WP_007869691.1	WP_032640030.1	95.455
WP_032425175.1	WP_114271266.1	99.67
WP_109038910.1	WP_114271266.1	99.67
WP_114271266.1	WP_332095267.1	99.67
WP_114271266.1	WP_285209261.1	99.67
WP_114271266.1	WP_238762061.1	99.67
WP_114271266.1	WP_219280014.1	99.34
WP_109266406.1	WP_114271266.1	99.487
WP_114271266.1	WP_369783712.1	100.0
WP_114271266.1	WP_223176969.1	99.789
WP_114271266.1	WP_368294976.1	99.766
WP_114271266.1	WP_243069316.1	99.737
WP_114271266.1	WP_227536660.1	99.474
WP_114271266.1	WP_227853124.1	99.419
WP_114271266.1	WP_410054638.1	99.353
WP_114271266.1	WP_223176970.1	100.0
WP_032001777.1	WP_159375810.1	97.674
WP_002894148.1	WP_003026691.1	95.0
WP_002894148.1	WP_002937589.1	95.0
WP_109426806.1	WP_121972718.1	99.812
WP_033523415.1	WP_121972718.1	99.812
WP_121972718.1	WP_420923539.1	95.104
WP_239688374.1	WP_256586494.1	100.0
WP_057028318.1	WP_249795350.1	97.386
WP_044760984.1	WP_105119218.1	97.656
WP_029171417.1	WP_105119218.1	96.875
WP_193863117.1	WP_342168179.1	99.843
WP_193863117.1	WP_262864143.1	99.686
WP_193863117.1	WP_228932412.1	99.057
WP_193863117.1	WP_285160115.1	98.899
WP_088244081.1	WP_193863117.1	98.585
WP_133816106.1	WP_193863117.1	96.069
WP_000019403.1	WP_000019473.1	99.077
WP_000019473.1	WP_059346264.1	98.462
WP_000019473.1	WP_264881256.1	98.154
WP_000019473.1	WP_004172904.1	100.0
WP_000019473.1	WP_040175718.1	100.0
WP_227537174.1	WP_228261357.1	99.683
WP_032425173.1	WP_227537174.1	99.683
WP_227537174.1	WP_227853124.1	99.683
WP_227537174.1	WP_241506328.1	99.577
WP_195244026.1	WP_227537174.1	99.577
WP_223332460.1	WP_227537174.1	99.577
WP_227537174.1	WP_255089151.1	99.577
WP_227537174.1	WP_342139705.1	99.471
WP_135726248.1	WP_227537174.1	99.472
WP_219280016.1	WP_227537174.1	99.471
WP_227537174.1	WP_279915268.1	100.0
WP_023280425.1	WP_227537174.1	100.0
WP_227537174.1	WP_253264372.1	98.884
WP_227508163.1	WP_227537174.1	99.138
WP_227537174.1	WP_285209260.1	99.062
WP_227537174.1	WP_234278754.1	98.718
WP_227537174.1	WP_247187835.1	98.643
WP_142381959.1	WP_227537174.1	98.507
WP_022601121.1	WP_227204392.1	95.165
WP_011016192.1	WP_338952325.1	98.854
WP_011016192.1	WP_088336653.1	95.415
WP_295538309.1	WP_419617794.1	99.9
WP_294030746.1	WP_295538309.1	99.9
WP_295538309.1	WP_419625096.1	99.7
WP_295538309.1	WP_419592802.1	98.799
WP_295538309.1	WP_419624666.1	98.699
WP_295538309.1	WP_419606917.1	98.699
WP_295538309.1	WP_419616092.1	98.498
WP_294041604.1	WP_295538309.1	98.498
WP_295538309.1	WP_419631751.1	98.498
WP_295538309.1	WP_305802211.1	100.0
WP_295538309.1	WP_419612356.1	100.0
WP_295538309.1	WP_419630772.1	100.0
WP_295538309.1	WP_305801737.1	100.0
WP_295538309.1	WP_419636161.1	100.0
WP_295538309.1	WP_305801916.1	100.0
WP_295538309.1	WP_305801415.1	100.0
WP_295538309.1	WP_419602363.1	99.836
WP_295538309.1	WP_305802988.1	100.0
WP_295538309.1	WP_419595086.1	99.441
WP_115780141.1	WP_124455057.1	95.393
WP_225489092.1	WP_331400707.1	100.0
WP_331400707.1	WP_420923884.1	100.0
WP_331400707.1	WP_342040238.1	100.0
WP_162894284.1	WP_331400707.1	100.0
WP_289678421.1	WP_331400707.1	100.0
WP_198065216.1	WP_331400707.1	100.0
WP_147401580.1	WP_331400707.1	100.0
WP_289679236.1	WP_331400707.1	100.0
WP_289679102.1	WP_331400707.1	100.0
WP_289685381.1	WP_331400707.1	100.0
WP_289687049.1	WP_331400707.1	100.0
WP_000566930.1	WP_331400707.1	100.0
WP_280043492.1	WP_331400707.1	99.174
WP_182488906.1	WP_212356981.1	97.368
WP_017367979.1	WP_182488906.1	97.368
WP_196005300.1	WP_337788234.1	98.691
WP_196005300.1	WP_300737858.1	95.908
WP_322639185.1	WP_334959045.1	95.668
WP_099808770.1	WP_101965259.1	98.571
WP_005909887.1	WP_150153037.1	97.708
WP_002942223.1	WP_012657824.1	97.692
WP_058689627.1	WP_160741375.1	99.49
WP_369099783.1	WP_369116513.1	99.823
WP_369099776.1	WP_369116513.1	100.0
WP_261074597.1	WP_261084430.1	97.965
WP_101776558.1	WP_261074597.1	97.693
WP_105596987.1	WP_312616006.1	96.947
WP_105596987.1	WP_243760749.1	99.17
WP_175653964.1	WP_201018178.1	95.876
WP_101705096.1	WP_152918627.1	98.282
WP_095427767.1	WP_101705096.1	98.282
WP_101705096.1	WP_213892641.1	97.938
WP_101705096.1	WP_244575102.1	96.838
WP_390384055.1	WP_390470336.1	100.0
WP_140329107.1	WP_395230376.1	97.959
WP_301347223.1	WP_419717877.1	100.0
WP_006873050.1	WP_024731432.1	98.503
WP_006873050.1	WP_195463997.1	97.605
WP_006873050.1	WP_418421511.1	99.083
WP_006873050.1	WP_181968867.1	96.364
WP_155024532.1	WP_312926204.1	98.165
WP_155242933.1	WP_349082917.1	95.238
WP_127366173.1	WP_127387736.1	99.624
WP_047542310.1	WP_053158232.1	99.375
WP_372023729.1	WP_372090359.1	99.84
WP_041175290.1	WP_112122906.1	98.5
WP_316948687.1	WP_349526222.1	98.83
WP_100676157.1	WP_349526222.1	98.538
WP_401438476.1	WP_401481917.1	99.499
WP_033449688.1	WP_033475475.1	97.959
WP_306124957.1	WP_414161276.1	98.963
WP_227502667.1	WP_263755443.1	100.0
WP_007666379.1	WP_227502667.1	100.0
WP_227502667.1	WP_306589150.1	100.0
WP_096855503.1	WP_227502667.1	100.0
WP_219280009.1	WP_227502667.1	100.0
WP_227502667.1	WP_340580724.1	100.0
WP_227502667.1	WP_252055773.1	99.545
WP_071887592.1	WP_227502667.1	99.545
WP_227502667.1	WP_251889879.1	99.545
WP_227502667.1	WP_407199704.1	99.545
WP_108454226.1	WP_227502667.1	97.727
WP_204098262.1	WP_227502667.1	98.529
WP_258876156.1	WP_323744436.1	96.154
WP_296047945.1	WP_349082909.1	97.143
WP_011693452.1	WP_028269735.1	96.464
WP_141046844.1	WP_148570557.1	96.071
WP_095427767.1	WP_152918627.1	99.313
WP_095427767.1	WP_213892641.1	98.969
WP_095427767.1	WP_244575102.1	98.79
WP_000955560.1	WP_000955561.1	99.038
WP_021677046.1	WP_281122829.1	99.611
WP_004584051.1	WP_281122829.1	99.222
WP_077306018.1	WP_173782359.1	98.634
WP_173782359.1	WP_179438223.1	98.634
WP_173712683.1	WP_173782359.1	98.634
WP_173696136.1	WP_173782359.1	97.909
WP_300448611.1	WP_300751514.1	98.372
WP_088717867.1	WP_110191954.1	100.0
WP_088717867.1	WP_117115354.1	99.736
WP_088717867.1	WP_285160118.1	99.472
WP_088717867.1	WP_228932421.1	99.472
WP_088717867.1	WP_193863123.1	99.208
WP_088717867.1	WP_149377099.1	98.945
WP_079927709.1	WP_088717867.1	99.208
WP_088717867.1	WP_131096075.1	97.098
WP_080314647.1	WP_088717867.1	96.834
WP_088717867.1	WP_320728654.1	96.834
WP_088717867.1	WP_154902328.1	96.57
WP_088717867.1	WP_181541621.1	96.306
WP_088717867.1	WP_130993823.1	100.0
WP_102619095.1	WP_137008830.1	99.492
WP_328117501.1	WP_423479069.1	100.0
WP_020358125.1	WP_159285150.1	97.573
WP_020358125.1	WP_038453493.1	95.122
WP_157382008.1	WP_157649789.1	99.845
WP_157382008.1	WP_228905261.1	96.118
WP_281600769.1	WP_358193537.1	99.408
WP_131706094.1	WP_131713892.1	99.823
WP_008824217.1	WP_036869332.1	99.242
WP_032061006.1	WP_069370956.1	97.512
WP_029424194.1	WP_069370956.1	97.512
WP_069370956.1	WP_272237236.1	97.015
WP_023896951.1	WP_069370956.1	96.517
WP_069370956.1	WP_284072652.1	96.517
WP_057694017.1	WP_069370956.1	96.02
WP_065726015.1	WP_069370956.1	95.522
WP_109912100.1	WP_272571140.1	99.509
WP_272513504.1	WP_272571140.1	99.509
WP_094961627.1	WP_272571140.1	98.771
WP_029528619.1	WP_316882987.1	97.872
WP_202696355.1	WP_346638022.1	96.745
WP_155761580.1	WP_159375809.1	95.536
WP_305801415.1	WP_419617794.1	100.0
WP_294030746.1	WP_305801415.1	100.0
WP_305801415.1	WP_419612356.1	100.0
WP_305801415.1	WP_419631751.1	99.836
WP_305801415.1	WP_419625096.1	99.836
WP_305801415.1	WP_305802211.1	100.0
WP_305801415.1	WP_305801737.1	100.0
WP_305801415.1	WP_419636161.1	100.0
WP_305801415.1	WP_419630772.1	100.0
WP_305801415.1	WP_305801916.1	100.0
WP_305801415.1	WP_419602363.1	99.836
WP_305801415.1	WP_419592802.1	98.854
WP_305801415.1	WP_419606917.1	98.691
WP_305801415.1	WP_419624666.1	98.691
WP_294041604.1	WP_305801415.1	98.527
WP_305801415.1	WP_419616092.1	98.363
WP_305801415.1	WP_305802988.1	100.0
WP_305801415.1	WP_419595086.1	99.441
WP_219280009.1	WP_306589150.1	99.483
WP_306589150.1	WP_407199704.1	99.483
WP_306589150.1	WP_340580724.1	99.483
WP_096855503.1	WP_306589150.1	99.225
WP_071887592.1	WP_306589150.1	99.225
WP_251889879.1	WP_306589150.1	99.225
WP_252055773.1	WP_306589150.1	98.966
WP_007666379.1	WP_306589150.1	99.225
WP_108454226.1	WP_306589150.1	97.933
WP_263755443.1	WP_306589150.1	99.408
WP_204098262.1	WP_306589150.1	98.529
WP_227043867.1	WP_278480974.1	98.75
WP_144368451.1	WP_227196455.1	96.241
WP_023831008.1	WP_027033472.1	99.048
WP_023831008.1	WP_140876624.1	98.095
WP_279751305.1	WP_282678827.1	97.802
WP_014600555.1	WP_054314219.1	99.32
WP_014600555.1	WP_070244150.1	97.959
WP_269501654.1	WP_311767307.1	99.62
WP_005382297.1	WP_005460545.1	98.252
WP_005396027.1	WP_005460545.1	97.902
WP_229895199.1	WP_322871261.1	99.681
WP_229895199.1	WP_351073517.1	99.682
WP_229895199.1	WP_390358412.1	95.208
WP_229895199.1	WP_250569549.1	95.847
WP_229895199.1	WP_355796409.1	95.208
WP_023352525.1	WP_096148400.1	97.143
WP_204270044.1	WP_220132852.1	99.127
WP_163361749.1	WP_220132852.1	99.099
WP_211354178.1	WP_220132852.1	96.507
WP_341955344.1	WP_363370934.1	98.649
WP_350594657.1	WP_413401227.1	99.718
WP_181858898.1	WP_209358792.1	99.365
WP_081744381.1	WP_082339959.1	99.476
WP_081744381.1	WP_141606877.1	100.0
WP_247378256.1	WP_247487821.1	97.872
WP_098714332.1	WP_273637483.1	99.225
WP_154902331.1	WP_159235868.1	99.686
WP_159235868.1	WP_214599071.1	99.371
WP_159235868.1	WP_421080084.1	99.518
WP_159235868.1	WP_198360711.1	98.964
WP_159235868.1	WP_320728518.1	98.571
WP_135726248.1	WP_253264372.1	99.721
WP_227853124.1	WP_253264372.1	99.721
WP_253264372.1	WP_255089151.1	99.721
WP_241506328.1	WP_253264372.1	99.721
WP_223332460.1	WP_253264372.1	99.721
WP_032425173.1	WP_253264372.1	99.721
WP_195244026.1	WP_253264372.1	99.582
WP_219280016.1	WP_253264372.1	99.582
WP_253264372.1	WP_342139705.1	99.443
WP_227508163.1	WP_253264372.1	100.0
WP_253264372.1	WP_285209260.1	100.0
WP_228261357.1	WP_253264372.1	99.624
WP_234278754.1	WP_253264372.1	100.0
WP_247187835.1	WP_253264372.1	100.0
