ClusterID,Proteins
Cluster_2276,"WP_204392369.1, WP_294589930.1"
Cluster_2277,"WP_080712488.1, WP_200659275.1"
Cluster_2278,"WP_179728826.1, WP_345099743.1"
Cluster_2279,"WP_003400407.1, WP_116886799.1"
Cluster_2280,"WP_048347688.1, WP_186544766.1"
Cluster_2281,"WP_003939976.1, WP_033234155.1"
Cluster_2282,"WP_122419334.1, WP_137211821.1"
Cluster_2283,"WP_004381210.1, WP_315255054.1"
Cluster_2284,"WP_287406950.1, WP_327479002.1"
Cluster_2285,"WP_306595303.1, WP_343659632.1"
Cluster_2286,"WP_023769284.1, WP_127284808.1"
Cluster_2287,"WP_061345555.1, WP_151895694.1"
Cluster_2288,"WP_212564167.1, WP_286708492.1"
Cluster_2289,"WP_083936080.1, WP_305550634.1"
Cluster_2290,"WP_117015685.1, WP_161056714.1"
Cluster_2291,"WP_221052357.1, WP_418070747.1"
Cluster_2292,"WP_053181104.1, WP_339481452.1"
Cluster_2293,"WP_023831005.1, WP_352611458.1"
Cluster_2294,"WP_079534423.1, WP_227325322.1"
Cluster_2295,"WP_320522834.1, WP_400713381.1"
Cluster_2296,"WP_062865891.1, WP_258668331.1"
Cluster_2297,"WP_266621945.1, WP_392628470.1"
Cluster_2298,"WP_131706091.1, WP_162711496.1"
Cluster_2299,"WP_142014113.1, WP_310019865.1"
Cluster_2300,"WP_176587523.1, WP_313013545.1"
Cluster_2301,"WP_116826695.1, WP_370737609.1"
Cluster_2302,"WP_306595307.1, WP_343659639.1"
Cluster_2303,"WP_016981011.1, WP_257108686.1"
Cluster_2304,"WP_401438472.1, WP_401481921.1"
Cluster_2305,"WP_145824087.1, WP_230650711.1"
Cluster_2306,"WP_060364032.1, WP_342310562.1"
Cluster_2307,"WP_088065460.1, WP_098204333.1"
Cluster_2308,"WP_247479603.1, WP_296416114.1"
Cluster_2309,"WP_122754746.1, WP_166596174.1"
Cluster_2310,"WP_036680719.1, WP_042184783.1"
Cluster_2311,"WP_083246833.1, WP_142885405.1"
Cluster_2312,"WP_221597109.1, WP_221601664.1"
Cluster_2313,"WP_046695206.1, WP_217244305.1"
Cluster_2314,"WP_025217666.1, WP_176671527.1"
Cluster_2315,"WP_225556148.1, WP_231138885.1"
Cluster_2316,"WP_320395762.1, WP_330212563.1"
Cluster_2317,"WP_314917628.1, WP_402865454.1"
Cluster_2318,"WP_158230224.1, WP_322540415.1"
Cluster_2319,"WP_015386414.1, WP_353415811.1"
Cluster_2320,"WP_141248954.1, WP_153442752.1"
Cluster_2321,"WP_152229029.1, WP_346038495.1"
Cluster_2322,"WP_198353289.1, WP_353144671.1"
Cluster_2323,"WP_027990976.1, WP_231198795.1"
Cluster_2324,"WP_081007147.1, WP_250330688.1"
Cluster_2325,"WP_299592629.1, WP_371171570.1"
Cluster_2326,"WP_085570182.1, WP_285328848.1"
Cluster_2327,"WP_198189863.1, WP_198192015.1"
Cluster_2328,"WP_161726468.1, WP_281351558.1"
Cluster_2329,"WP_088717871.1, WP_117113934.1"
Cluster_2330,"WP_006955933.1, WP_241971654.1"
Cluster_2331,"WP_144113006.1, WP_408246466.1"
Cluster_2332,"WP_061939961.1, WP_099187108.1"
Cluster_2333,"WP_028340782.1, WP_259192719.1"
Cluster_2334,"WP_212431492.1, WP_370136724.1"
Cluster_2335,"WP_291095595.1, WP_294185877.1"
Cluster_2336,"WP_011932091.1, WP_186472345.1"
Cluster_2337,"WP_001078959.1, WP_022065656.1"
Cluster_2338,"WP_322675121.1, WP_409882853.1"
Cluster_2339,"WP_087208168.1, WP_186968501.1"
Cluster_2340,"WP_136438979.1, WP_407323766.1"
Cluster_2341,"WP_305614633.1, WP_305626072.1"
Cluster_2342,"WP_062451925.1, WP_320188029.1"
Cluster_2343,"WP_048953245.1, WP_065236506.1"
Cluster_2344,"WP_212431491.1, WP_370136722.1"
Cluster_2345,"WP_310093952.1, WP_310332663.1"
Cluster_2346,"WP_224865883.1, WP_301560899.1"
Cluster_2347,"WP_123902251.1, WP_278378344.1"
Cluster_2348,"WP_098365697.1, WP_098546646.1"
Cluster_2349,"WP_103734028.1, WP_153871689.1"
Cluster_2350,"WP_326350855.1, WP_366970723.1"
Cluster_2351,"WP_049077829.1, WP_319609776.1"
Cluster_2352,"WP_227204390.1, WP_272709883.1"
Cluster_2353,"WP_080902442.1, WP_252143861.1"
Cluster_2354,"WP_196681118.1, WP_218777424.1"
Cluster_2355,"WP_001117834.1, WP_001117838.1"
Cluster_2356,"WP_305427836.1, WP_343177591.1"
Cluster_2357,"WP_052719688.1, WP_216749729.1"
Cluster_2358,"WP_373102898.1, WP_373220199.1"
Cluster_2359,"WP_005479613.1, WP_069534875.1"
Cluster_2360,"WP_034974267.1, WP_317041084.1"
Cluster_2361,"WP_060805650.1, WP_101776559.1"
Cluster_2362,"WP_066759194.1, WP_230652712.1"
Cluster_2363,"WP_266621957.1, WP_404235595.1"
Cluster_2364,"WP_076152525.1, WP_280754647.1"
Cluster_2365,"WP_039188280.1, WP_050875707.1"
Cluster_2366,"WP_139430254.1, WP_373881119.1"
Cluster_2367,"WP_011269850.1, WP_274514648.1"
Cluster_2368,"WP_061250477.1, WP_282966109.1"
Cluster_2369,"WP_226229470.1, WP_321951620.1"
Cluster_2370,"WP_009043910.1, WP_313739296.1"
Cluster_2371,"WP_418605757.1, WP_418793828.1"
Cluster_2372,"WP_294461267.1, WP_302702815.1"
Cluster_2373,"WP_223928554.1, WP_223929567.1"
Cluster_2374,"WP_291463046.1, WP_297909871.1"
Cluster_2375,"WP_248991900.1, WP_261762451.1"
Cluster_2376,"WP_342356984.1, WP_354087051.1"
Cluster_2377,"WP_180076722.1, WP_180134751.1"
Cluster_2378,"WP_336579054.1, WP_408776256.1"
Cluster_2379,"WP_053313658.1, WP_155396156.1"
Cluster_2380,"WP_071720832.1, WP_263703492.1"
Cluster_2381,"WP_143487495.1, WP_170869072.1"
Cluster_2382,"WP_062093392.1, WP_137803608.1"
Cluster_2383,"WP_308520098.1, WP_314986466.1"
Cluster_2384,"WP_147443477.1, WP_267559718.1"
Cluster_2385,"WP_023309073.1, WP_045260923.1"
Cluster_2386,"WP_157737185.1, WP_408824982.1"
Cluster_2387,"WP_005342951.1, WP_221365903.1"
Cluster_2388,"WP_028626025.1, WP_373271168.1"
Cluster_2389,"WP_242792323.1, WP_265627745.1"
Cluster_2390,"WP_057280814.1, WP_227204393.1"
Cluster_2391,"WP_124076884.1, WP_155419896.1"
Cluster_2392,"WP_010257690.1, WP_033778631.1"
Cluster_2393,"WP_177062219.1, WP_177065193.1"
Cluster_2394,"WP_216112353.1, WP_216173995.1"
Cluster_2395,"WP_196897917.1, WP_333973293.1"
Cluster_2396,"WP_144081405.1, WP_403683547.1"
Cluster_2397,"WP_144113005.1, WP_408246470.1"
Cluster_2398,"WP_096063029.1, WP_349636190.1"
Cluster_2399,"WP_307362848.1, WP_307494299.1"
Cluster_2400,"WP_049198709.1, WP_049220323.1"
Cluster_2401,"WP_392628481.1, WP_398635910.1"
Cluster_2402,"WP_016771173.1, WP_282390686.1"
Cluster_2403,"WP_198580763.1, WP_214250355.1"
Cluster_2404,"WP_008983428.1, WP_147905561.1"
Cluster_2405,"WP_131148588.1, WP_229427477.1"
Cluster_2406,"WP_103764486.1, WP_146050076.1"
Cluster_2407,"WP_175531751.1, WP_237918921.1"
Cluster_2408,"WP_131646258.1, WP_392714420.1"
Cluster_2409,"WP_320395763.1, WP_330212564.1"
Cluster_2410,"WP_024723247.1, WP_154250913.1"
Cluster_2411,"WP_072523153.1, WP_227196459.1"
Cluster_2412,"WP_098713425.1, WP_224992126.1"
Cluster_2413,"WP_300448595.1, WP_304642924.1"
Cluster_2414,"WP_207245687.1, WP_221107341.1"
Cluster_2415,"WP_211743967.1, WP_264968270.1"
Cluster_2416,"WP_076538361.1, WP_263141033.1"
Cluster_2417,"WP_229034974.1, WP_341459982.1"
Cluster_2418,"WP_156373836.1, WP_404946476.1"
Cluster_2419,"WP_039176996.1, WP_095407910.1"
Cluster_2420,"WP_081490905.1, WP_176342117.1"
Cluster_2421,"WP_005265425.1, WP_336755038.1"
Cluster_2422,"WP_144430823.1, WP_147460365.1"
Cluster_2423,"WP_005665949.1, WP_048942630.1"
Cluster_2424,"WP_057422296.1, WP_236529357.1"
Cluster_2425,"WP_053389554.1, WP_181630129.1"
Cluster_2426,"WP_066759201.1, WP_288446090.1"
Cluster_2427,"WP_065905296.1, WP_404940360.1"
Cluster_2428,"WP_006341998.1, WP_039377498.1"
Cluster_2429,"WP_223282994.1, WP_259647804.1"
Cluster_2430,"WP_087881676.1, WP_122287510.1"
Cluster_2431,"WP_003863115.1, WP_008502505.1"
Cluster_2432,"WP_118909804.1, WP_271643756.1"
Cluster_2433,"WP_212337646.1, WP_317239893.1"
Cluster_2434,"WP_093090992.1, WP_100090089.1"
Cluster_2435,"WP_076879222.1, WP_288491430.1"
Cluster_2436,"WP_095427769.1, WP_213892638.1"
Cluster_2437,"WP_059617650.1, WP_227893565.1"
Cluster_2438,"WP_289766453.1, WP_290209905.1"
Cluster_2439,"WP_408322811.1, WP_408461602.1"
Cluster_2440,"WP_025217667.1, WP_025247959.1"
Cluster_2441,"WP_003146175.1, WP_267735833.1"
Cluster_2442,"WP_047367452.1, WP_259386501.1"
Cluster_2443,"WP_314862143.1, WP_314986472.1"
Cluster_2444,"WP_026749761.1, WP_311177626.1"
Cluster_2445,"WP_179296048.1, WP_210248210.1"
Cluster_2446,"WP_098347722.1, WP_098851807.1"
Cluster_2447,"WP_141953144.1, WP_375274381.1"
Cluster_2448,"WP_088947383.1, WP_328534847.1"
Cluster_2449,"WP_198749716.1, WP_232888411.1"
Cluster_2450,"WP_072447621.1, WP_294461274.1"
Cluster_2451,"WP_103075051.1, WP_386702811.1"
Cluster_2452,"WP_180076715.1, WP_180134746.1"
Cluster_2453,"WP_055326659.1, WP_271643763.1"
Cluster_2454,"WP_062794230.1, WP_369454096.1"
Cluster_2455,"WP_037432034.1, WP_261139256.1"
Cluster_2456,"WP_273627662.1, WP_320539110.1"
Cluster_2457,"WP_112375961.1, WP_115050249.1"
Cluster_2458,"WP_084212305.1, WP_201582332.1"
Cluster_2459,"WP_031953505.1, WP_308957092.1"
Cluster_2460,"WP_291095590.1, WP_294185874.1"
Cluster_2461,"WP_088947381.1, WP_328534848.1"
Cluster_2462,"WP_000672003.1, WP_109428883.1"
Cluster_2463,"WP_054041672.1, WP_408368234.1"
Cluster_2464,"WP_005388330.1, WP_042523173.1"
Cluster_2465,"WP_318619156.1, WP_346255502.1"
Cluster_2466,"WP_079767527.1, WP_126859666.1"
Cluster_2467,"WP_194384566.1, WP_286795680.1"
Cluster_2468,"WP_071002960.1, WP_286708493.1"
Cluster_2469,"WP_158151590.1, WP_238856278.1"
Cluster_2470,"WP_057437100.1, WP_057958022.1"
Cluster_2471,"WP_060496447.1, WP_094241896.1"
Cluster_2472,"WP_228395682.1, WP_301861952.1"
Cluster_2473,"WP_050875706.1, WP_219656451.1"
Cluster_2474,"WP_100013709.1, WP_281802813.1"
Cluster_2475,"WP_098361237.1, WP_098365690.1"
Cluster_2476,"WP_256205732.1, WP_258606145.1"
Cluster_2477,"WP_139194218.1, WP_139329165.1"
Cluster_2478,"WP_104499304.1, WP_228301739.1"
Cluster_2479,"WP_165198475.1, WP_254892465.1"
Cluster_2480,"WP_212431496.1, WP_370136733.1"
Cluster_2481,"WP_024742587.1, WP_159260222.1"
Cluster_2482,"WP_016122008.1, WP_098508850.1"
Cluster_2483,"WP_016895096.1, WP_074248622.1"
Cluster_2484,"WP_096113011.1, WP_248671569.1"
Cluster_2485,"WP_216944484.1, WP_331403159.1"
Cluster_2486,"WP_140460614.1, WP_203793576.1"
Cluster_2487,"WP_160973518.1, WP_271880591.1"
Cluster_2488,"WP_123378055.1, WP_151943148.1"
Cluster_2489,"WP_145242843.1, WP_309038205.1"
Cluster_2490,"WP_072012561.1, WP_116186197.1"
Cluster_2491,"WP_086274648.1, WP_222069510.1"
Cluster_2492,"WP_144028193.1, WP_227471328.1"
Cluster_2493,"WP_080426688.1, WP_081333390.1"
Cluster_2494,"WP_052131880.1, WP_242423183.1"
Cluster_2495,"WP_104655704.1, WP_271643757.1"
Cluster_2496,"WP_008026126.1, WP_315870398.1"
Cluster_2497,"WP_322021692.1, WP_415859352.1"
Cluster_2498,"WP_128856049.1, WP_201032382.1"
Cluster_2499,"WP_061075359.1, WP_164476017.1"
Cluster_2500,"WP_127809590.1, WP_275952461.1"
Cluster_2501,"WP_024600435.1, WP_197112912.1"
Cluster_2502,"WP_180039525.1, WP_180076723.1"
Cluster_2503,"WP_253211311.1, WP_253220319.1"
Cluster_2504,"WP_058697685.1, WP_233528052.1"
Cluster_2505,"WP_257152989.1, WP_400154866.1"
Cluster_2506,"WP_278394124.1, WP_279776633.1"
Cluster_2507,"WP_039187613.1, WP_064574290.1"
Cluster_2508,"WP_307362836.1, WP_307494301.1"
Cluster_2509,"WP_164476785.1, WP_220771587.1"
Cluster_2510,"WP_076301648.1, WP_256720967.1"
Cluster_2511,"WP_300448614.1, WP_300751515.1"
Cluster_2512,"WP_185511228.1, WP_185635419.1"
Cluster_2513,"WP_089498266.1, WP_226274154.1"
Cluster_2514,"WP_215715875.1, WP_370751151.1"
Cluster_2515,"WP_247458979.1, WP_316171740.1"
Cluster_2516,"WP_227522813.1, WP_257966710.1"
Cluster_2517,"WP_034022696.1, WP_316144964.1"
Cluster_2518,"WP_223929562.1, WP_224029808.1"
Cluster_2519,"WP_000790884.1, WP_078367953.1"
Cluster_2520,"WP_256065657.1, WP_378445858.1"
Cluster_2521,"WP_103734032.1, WP_153871693.1"
Cluster_2522,"WP_123850225.1, WP_212232359.1"
Cluster_2523,"WP_003819591.1, WP_033468035.1"
Cluster_2524,"WP_346641655.1, WP_397461375.1"
Cluster_2525,"WP_249721222.1, WP_346394249.1"
Cluster_2526,"WP_147439878.1, WP_197801936.1"
Cluster_2527,"WP_062451742.1, WP_320188032.1"
Cluster_2528,"WP_051191276.1, WP_189394885.1"
Cluster_2529,"WP_156518176.1, WP_161800577.1"
Cluster_2530,"WP_023113483.1, WP_134484180.1"
Cluster_2531,"WP_027990983.1, WP_065998847.1"
Cluster_2532,"WP_247495596.1, WP_256805480.1"
Cluster_2533,"WP_057028585.1, WP_225140841.1"
Cluster_2534,"WP_369076096.1, WP_413542277.1"
Cluster_2535,"WP_161586113.1, WP_312616000.1"
Cluster_2536,"WP_198886723.1, WP_259386860.1"
Cluster_2537,"WP_194384562.1, WP_286795674.1"
Cluster_2538,"WP_076846361.1, WP_143238712.1"
Cluster_2539,"WP_003113525.1, WP_077144415.1"
Cluster_2540,"WP_016122013.1, WP_264462924.1"
Cluster_2541,"WP_115780143.1, WP_211708882.1"
Cluster_2542,"WP_072880417.1, WP_207032594.1"
Cluster_2543,"WP_151435876.1, WP_272579155.1"
Cluster_2544,"WP_195426041.1, WP_272705570.1"
Cluster_2545,"WP_049412215.1, WP_180167797.1"
Cluster_2546,"WP_207609325.1, WP_239602141.1"
Cluster_2547,"WP_164476786.1, WP_220771588.1"
Cluster_2548,"WP_153690173.1, WP_413592736.1"
Cluster_2549,"WP_286708291.1, WP_340050034.1"
Cluster_2550,"WP_098347724.1, WP_098851805.1"
Cluster_2551,"WP_242293850.1, WP_318160900.1"
Cluster_2552,"WP_276984376.1, WP_321115876.1"
Cluster_2553,"WP_152683528.1, WP_166071629.1"
Cluster_2554,"WP_223195142.1, WP_230682133.1"
Cluster_2555,"WP_015150598.1, WP_254566468.1"
Cluster_2556,"WP_290474913.1, WP_349680260.1"
Cluster_2557,"WP_076053587.1, WP_139327952.1"
Cluster_2558,"WP_108454228.1, WP_411194796.1"
Cluster_2559,"WP_037146308.1, WP_156629858.1"
Cluster_2560,"WP_071720830.1, WP_263703493.1"
Cluster_2561,"WP_041193886.1, WP_041196209.1"
Cluster_2562,"WP_002963227.1, WP_024600439.1"
Cluster_2563,"WP_018482017.1, WP_233942865.1"
Cluster_2564,"WP_061075360.1, WP_164476016.1"
Cluster_2565,"WP_087672989.1, WP_087673716.1"
Cluster_2566,"WP_122346372.1, WP_122690517.1"
Cluster_2567,"WP_158619921.1, WP_267559722.1"
Cluster_2568,"WP_273990709.1, WP_380091484.1"
Cluster_2569,"WP_038972321.1, WP_163151259.1"
Cluster_2570,"WP_063168791.1, WP_127809596.1"
Cluster_2571,"WP_367394425.1, WP_416736325.1"
Cluster_2572,"WP_249390493.1, WP_250249509.1"
Cluster_2573,"WP_123116691.1, WP_349517728.1"
Cluster_2574,"WP_122218331.1, WP_122285218.1"
Cluster_2575,"WP_000348081.1, WP_100761909.1"
Cluster_2576,"WP_276984373.1, WP_321115877.1"
Cluster_2577,"WP_218775489.1, WP_403683549.1"
Cluster_2578,"WP_338952327.1, WP_373079085.1"
Cluster_2579,"WP_107653121.1, WP_352962866.1"
Cluster_2580,"WP_330406291.1, WP_331672857.1"
Cluster_2581,"WP_206211049.1, WP_281659876.1"
Cluster_2582,"WP_004907535.1, WP_042845683.1"
Cluster_2583,"WP_077225187.1, WP_165688626.1"
Cluster_2584,"WP_305427832.1, WP_343177595.1"
Cluster_2585,"WP_082402792.1, WP_083301382.1"
Cluster_2586,"WP_020841687.1, WP_021484391.1"
Cluster_2587,"WP_047326448.1, WP_371438407.1"
Cluster_2588,"WP_097087027.1, WP_346833784.1"
Cluster_2589,"WP_000065461.1, WP_004839747.1"
Cluster_2590,"WP_382009575.1, WP_388315097.1"
Cluster_2591,"WP_143219562.1, WP_176089765.1"
Cluster_2592,"WP_005647819.1, WP_162627895.1"
Cluster_2593,"WP_004242500.1, WP_161681272.1"
Cluster_2594,"WP_197739527.1, WP_197740070.1"
Cluster_2595,"WP_148826978.1, WP_176536934.1"
Cluster_2596,"WP_305427830.1, WP_343177597.1"
Cluster_2597,"WP_195765962.1, WP_408579500.1"
Cluster_2598,"WP_277751530.1, WP_338325006.1"
Cluster_2599,"WP_127666264.1, WP_153403027.1"
Cluster_2600,"WP_273695331.1, WP_281980763.1"
Cluster_2601,"WP_022038154.1, WP_072447612.1"
Cluster_2602,"WP_055799189.1, WP_209752933.1"
Cluster_2603,"WP_076914907.1, WP_082422642.1"
Cluster_2604,"WP_054572237.1, WP_061305414.1"
Cluster_2605,"WP_158151592.1, WP_238856276.1"
Cluster_2606,"WP_135690572.1, WP_218741149.1"
Cluster_2607,"WP_107653147.1, WP_135906810.1"
Cluster_2608,"WP_047286524.1, WP_139650073.1"
Cluster_2609,"WP_243948441.1, WP_342110484.1"
Cluster_2610,"WP_098675005.1, WP_173600861.1"
Cluster_2611,"WP_104724337.1, WP_129449919.1"
Cluster_2612,"WP_141248953.1, WP_153442754.1"
Cluster_2613,"WP_272754679.1, WP_404673505.1"
Cluster_2614,"WP_369831431.1, WP_370569842.1"
Cluster_2615,"WP_139398597.1, WP_362845049.1"
Cluster_2616,"WP_146232837.1, WP_284175578.1"
Cluster_2617,"WP_232528171.1, WP_392422330.1"
Cluster_2618,"WP_284414954.1, WP_327495720.1"
Cluster_2619,"WP_126242936.1, WP_186160953.1"
Cluster_2620,"WP_256923098.1, WP_403683690.1"
Cluster_2621,"WP_103734031.1, WP_153871692.1"
Cluster_2622,"WP_075875118.1, WP_295655933.1"
Cluster_2623,"WP_207245680.1, WP_221163061.1"
Cluster_2624,"WP_144495422.1, WP_203129403.1"
Cluster_2625,"WP_151209363.1, WP_368109722.1"
Cluster_2626,"WP_144472533.1, WP_144495434.1"
Cluster_2627,"WP_070973435.1, WP_236904964.1"
Cluster_2628,"WP_196897919.1, WP_333973292.1"
Cluster_2629,"WP_118191161.1, WP_200758657.1"
Cluster_2630,"WP_194800118.1, WP_252453473.1"
Cluster_2631,"WP_004913518.1, WP_273804012.1"
Cluster_2632,"WP_116547801.1, WP_214589442.1"
Cluster_2633,"WP_284414952.1, WP_327495721.1"
Cluster_2634,"WP_119110373.1, WP_267178698.1"
Cluster_2635,"WP_043128366.1, WP_317841990.1"
Cluster_2636,"WP_175500230.1, WP_367085646.1"
Cluster_2637,"WP_029492856.1, WP_270465821.1"
Cluster_2638,"WP_166406171.1, WP_217386150.1"
Cluster_2639,"WP_195426026.1, WP_229097906.1"
Cluster_2640,"WP_045564225.1, WP_059918375.1"
Cluster_2641,"WP_057424966.1, WP_221034062.1"
Cluster_2642,"WP_148425045.1, WP_152927750.1"
Cluster_2643,"WP_348144444.1, WP_348378017.1"
Cluster_2644,"WP_346641653.1, WP_397461377.1"
Cluster_2645,"WP_042606805.1, WP_252143860.1"
Cluster_2646,"WP_024697331.1, WP_059002900.1"
Cluster_2647,"WP_073772810.1, WP_392245563.1"
Cluster_2648,"WP_170035359.1, WP_205761609.1"
Cluster_2649,"WP_148826977.1, WP_176536935.1"
Cluster_2650,"WP_078231052.1, WP_137008837.1"
Cluster_2651,"WP_007916913.1, WP_007982729.1"
Cluster_2652,"WP_217053243.1, WP_373404144.1"
Cluster_2653,"WP_182654634.1, WP_302948087.1"
Cluster_2654,"WP_062865893.1, WP_258668329.1"
Cluster_2655,"WP_352790455.1, WP_352822598.1"
Cluster_2656,"WP_099756769.1, WP_427120279.1"
Cluster_2657,"WP_087867584.1, WP_400189203.1"
Cluster_2658,"WP_127809594.1, WP_275952464.1"
Cluster_2659,"WP_006873350.1, WP_162609231.1"
Cluster_2660,"WP_115982355.1, WP_267403540.1"
Cluster_2661,"WP_057422290.1, WP_236529340.1"
Cluster_2662,"WP_141953138.1, WP_402795935.1"
Cluster_2663,"WP_096855501.1, WP_332377796.1"
Cluster_2664,"WP_247405770.1, WP_247495706.1"
Cluster_2665,"WP_137211670.1, WP_192137521.1"
Cluster_2666,"WP_081251581.1, WP_192298435.1"
Cluster_2667,"WP_086274646.1, WP_222069511.1"
Cluster_2668,"WP_267109831.1, WP_295936449.1"
Cluster_2669,"WP_009088627.1, WP_010257692.1"
Cluster_2670,"WP_092990090.1, WP_313608824.1"
Cluster_2671,"WP_194799867.1, WP_252453470.1"
Cluster_2672,"WP_088065463.1, WP_098204336.1"
Cluster_2673,"WP_098675007.1, WP_173600864.1"
Cluster_2674,"WP_138608316.1, WP_306638440.1"
Cluster_2675,"WP_100676158.1, WP_349526223.1"
Cluster_2676,"WP_042845671.1, WP_109912096.1"
Cluster_2677,"WP_014164718.1, WP_077225197.1"
Cluster_2678,"WP_272563687.1, WP_348013716.1"
Cluster_2679,"WP_300448608.1, WP_300751513.1"
Cluster_2680,"WP_070352244.1, WP_149484262.1"
Cluster_2681,"WP_209358802.1, WP_311185613.1"
Cluster_2682,"WP_111442809.1, WP_124670519.1"
Cluster_2683,"WP_002053102.1, WP_002059537.1"
Cluster_2684,"WP_147264253.1, WP_209358788.1"
Cluster_2685,"WP_074227974.1, WP_115951817.1"
Cluster_2686,"WP_029561694.1, WP_369934507.1"
Cluster_2687,"WP_049732994.1, WP_071088673.1"
Cluster_2688,"WP_122218334.1, WP_122285216.1"
Cluster_2689,"WP_111855879.1, WP_148826980.1"
Cluster_2690,"WP_212431494.1, WP_370136728.1"
Cluster_2691,"WP_128094629.1, WP_233942874.1"
Cluster_2692,"WP_249842098.1, WP_279923646.1"
Cluster_2693,"WP_087672988.1, WP_140408702.1"
Cluster_2694,"WP_205622199.1, WP_371713541.1"
Cluster_2695,"WP_003581617.1, WP_082336827.1"
Cluster_2696,"WP_029803474.1, WP_253658256.1"
Cluster_2697,"WP_139430255.1, WP_373881120.1"
Cluster_2698,"WP_160309266.1, WP_161784194.1"
Cluster_2699,"WP_260604392.1, WP_327437518.1"
Cluster_2700,"WP_293154355.1, WP_293354464.1"
Cluster_2701,"WP_295758707.1, WP_300448605.1"
Cluster_2702,"WP_025509595.1, WP_153645712.1"
Cluster_2703,"WP_232208693.1, WP_323670418.1"
Cluster_2704,"WP_233963236.1, WP_263755306.1"
Cluster_2705,"WP_138578949.1, WP_289169996.1"
Cluster_2706,"WP_304291200.1, WP_308592226.1"
Cluster_2707,"WP_267109832.1, WP_295936452.1"
Cluster_2708,"WP_076544945.1, WP_279645822.1"
Cluster_2709,"WP_133118197.1, WP_165779420.1"
Cluster_2710,"WP_246562846.1, WP_370136720.1"
Cluster_2711,"WP_095974094.1, WP_153442758.1"
Cluster_2712,"WP_122754751.1, WP_311971418.1"
Cluster_2713,"WP_154859917.1, WP_191958698.1"
Cluster_2714,"WP_260753010.1, WP_260756153.1"
Cluster_2715,"WP_043128368.1, WP_408748525.1"
Cluster_2716,"WP_313238642.1, WP_371438402.1"
Cluster_2717,"WP_093363116.1, WP_132464575.1"
Cluster_2718,"WP_032001777.1, WP_159375810.1"
Cluster_2719,"WP_239688374.1, WP_256586494.1"
Cluster_2720,"WP_022601121.1, WP_227204392.1"
Cluster_2721,"WP_002942223.1, WP_012657824.1"
Cluster_2722,"WP_058689627.1, WP_160741375.1"
Cluster_2723,"WP_390384055.1, WP_390470336.1"
Cluster_2724,"WP_127366173.1, WP_127387736.1"
Cluster_2725,"WP_047542310.1, WP_053158232.1"
Cluster_2726,"WP_372023729.1, WP_372090359.1"
Cluster_2727,"WP_041175290.1, WP_112122906.1"
Cluster_2728,"WP_401438476.1, WP_401481917.1"
Cluster_2729,"WP_033449688.1, WP_033475475.1"
Cluster_2730,"WP_141046844.1, WP_148570557.1"
Cluster_2731,"WP_000955560.1, WP_000955561.1"
Cluster_2732,"WP_328117501.1, WP_423479069.1"
Cluster_2733,"WP_281600769.1, WP_358193537.1"
Cluster_2734,"WP_008824217.1, WP_036869332.1"
Cluster_2735,"WP_279751305.1, WP_282678827.1"
Cluster_2736,"WP_269501654.1, WP_311767307.1"
Cluster_2737,"WP_023352525.1, WP_096148400.1"
Cluster_2738,"WP_181858898.1, WP_209358792.1"
Cluster_2739,"WP_247378256.1, WP_247487821.1"
Cluster_2740,"WP_116547800.1, WP_214589443.1"
Cluster_2741,"WP_024716276.1, WP_214284114.1"
Cluster_2742,"WP_044350581.1, WP_046888479.1"
Cluster_2743,"WP_213762426.1, WP_408296473.1"
Cluster_2744,"WP_401438462.1, WP_401481931.1"
Cluster_2745,"WP_156180616.1, WP_407193772.1"
Cluster_2746,"WP_308005426.1, WP_336719051.1"
Cluster_2747,"WP_009113452.1, WP_043901839.1"
Cluster_2748,"WP_408205805.1, WP_408519728.1"
Cluster_2749,"WP_138291734.1, WP_283956620.1"
Cluster_2750,"WP_081397303.1, WP_404506324.1"
Cluster_2751,"WP_048347685.1, WP_141561436.1"
Cluster_2752,"WP_346647620.1, WP_421560475.1"
Cluster_2753,"WP_187484686.1, WP_201499726.1"
Cluster_2754,"WP_408322807.1, WP_408461610.1"
Cluster_2755,"WP_350570637.1, WP_374045430.1"
Cluster_2756,"WP_331137677.1, WP_395362602.1"
Cluster_2757,"WP_029528617.1, WP_239670115.1"
Cluster_2758,"WP_144368453.1, WP_347046812.1"
Cluster_2759,"WP_119871893.1, WP_420907780.1"
Cluster_2760,"WP_135709518.1, WP_276984370.1"
Cluster_2761,"WP_323508356.1, WP_327012611.1"
Cluster_2762,"WP_013530103.1, WP_127809588.1"
Cluster_2763,"WP_000090211.1, WP_098365689.1"
Cluster_2764,"WP_264319308.1, WP_369284288.1"
Cluster_2765,"WP_216112359.1, WP_216174003.1"
Cluster_2766,"WP_284414956.1, WP_327495719.1"
Cluster_2767,"WP_306595304.1, WP_343659634.1"
Cluster_2768,"WP_101273218.1, WP_307575729.1"
Cluster_2769,"WP_004407538.1, WP_053275700.1"
Cluster_2770,"WP_057067606.1, WP_333709825.1"
Cluster_2771,"WP_348116792.1, WP_348174362.1"
Cluster_2772,"WP_284414942.1, WP_327495727.1"
Cluster_2773,"WP_167860869.1, WP_275245431.1"
Cluster_2774,"WP_005412061.1, WP_158230123.1"
