psi_protein,neighbour_protein,percent_identity,genome_id,neighbour_domains,psi_domains
WP_116835153.1,WP_157898034.1,34.667,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_126315488.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_154380762.1,WP_244212823.1,36.17,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_154380762.1,WP_157898034.1,36.0,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_111625944.1,WP_219042728.1,27.057,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_111625944.1,WP_206079065.1,28.55,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_131713891.1,WP_157898034.1,22.927,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_329768125.1,WP_128320334.1,39.583,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_050775061.1,WP_219042728.1,30.96,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; PRK07199.1
WP_050775061.1,WP_206079065.1,29.29,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; PRK07199.1
WP_316020736.1,WP_039541967.1,34.667,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_389462998.1,WP_128320334.1,39.344,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_141401556.1,WP_039541967.1,25.6,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_214650719.1,WP_157898034.1,39.216,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_372170258.1,WP_219042728.1,36.074,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran
WP_372170258.1,WP_206079065.1,35.784,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; Pribosyltran
WP_270421859.1,WP_128320334.1,31.034,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_270421859.1,WP_157898034.1,21.622,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_186009818.1,WP_194473083.1,38.614,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_186009818.1,WP_157898034.1,26.136,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_187510487.1,WP_219042728.1,37.76,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran; PRK02277.1
WP_187510487.1,WP_206079065.1,33.931,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; Pribosyltran; PRK02277.1
WP_158500529.1,WP_157898034.1,32.24,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_087607263.1,WP_157898034.1,23.022,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_087607263.1,WP_194473083.1,32.609,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_238856277.1,WP_219042728.1,28.987,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; PRK05500.1
WP_238856277.1,WP_206079065.1,26.324,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; PRK05500.1
WP_238856277.1,WP_101283316.1,23.827,NZ_CP061079.1,AAA_16; AAA_22; ATPase_2; AAA; nSTAND1; DUF815; NB-ARC; DEAD; nSTAND3; TIGR02928; DnaA_homol_Hda; DnaA_homol_Hda; F430_CfbC,PRTase-CE; PRK05500.1
WP_266160395.1,WP_039541967.1,31.783,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_223943757.1,WP_157898034.1,33.696,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_374407906.1,WP_219042728.1,26.324,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_374407906.1,WP_206079065.1,22.545,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_374407906.1,WP_101283316.1,25.333,NZ_CP061079.1,AAA_16; AAA_22; ATPase_2; AAA; nSTAND1; DUF815; NB-ARC; DEAD; nSTAND3; TIGR02928; DnaA_homol_Hda; DnaA_homol_Hda; F430_CfbC,PRTase-CE
WP_336996802.1,WP_157898034.1,31.707,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_234529052.1,WP_157898034.1,33.613,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_166132121.1,WP_157898034.1,26.667,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_212738425.1,WP_157898034.1,30.108,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_320188031.1,WP_157898034.1,26.776,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_380207319.1,WP_157898034.1,25.0,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_146109664.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_213893648.1,WP_157898034.1,32.787,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_005008522.1,WP_039541967.1,32.0,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_162886936.1,WP_039541967.1,36.567,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_396077769.1,WP_157898034.1,23.834,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_314711504.1,WP_000884830.1,34.513,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_221996707.1,WP_219042728.1,35.181,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_404695263.1,WP_157898034.1,31.707,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_180794771.1,WP_219042728.1,36.364,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; HPT_Archaea; PRK02304.1-4; PRK12560.1; PRK01259.1; PRK01259.1; PRK00934.1; PRK02304.1-5; ribP_PPkin
WP_180794771.1,WP_206079065.1,29.524,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; HPT_Archaea; PRK02304.1-4; PRK12560.1; PRK01259.1; PRK01259.1; PRK00934.1; PRK02304.1-5; ribP_PPkin
WP_286874139.1,WP_157898034.1,27.128,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_261104313.1,WP_157898034.1,39.459,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_347104174.1,WP_000663275.1,24.832,NZ_NDOY01000267.1,PRTase-CE,PRTase-CE
WP_230798161.1,WP_039541967.1,32.215,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_063498193.1,WP_244212823.1,30.303,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_063498193.1,WP_157898034.1,27.411,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_028340781.1,WP_219042728.1,27.768,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_028340781.1,WP_206079065.1,24.531,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_057724479.1,WP_157898034.1,35.897,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_143541341.1,WP_194473083.1,27.778,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_210041854.1,WP_206079065.1,29.339,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; PRK07199.1
WP_210041854.1,WP_219042728.1,31.04,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; PRK07199.1
WP_108078469.1,WP_157898034.1,37.975,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_223026362.1,WP_060382056.1,25.826,NZ_JALDSR010000006.1,PRTase-CE,PRTase-CE
WP_395444491.1,WP_157898034.1,23.316,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_392970720.1,WP_157898034.1,24.731,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_157954427.1,WP_157898034.1,22.111,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_157954427.1,WP_128320334.1,38.983,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_142943803.1,WP_194473083.1,32.71,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_142943803.1,WP_157898034.1,30.769,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_142943803.1,WP_244212823.1,31.132,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_320457878.1,WP_128320334.1,38.462,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_324873042.1,WP_000884830.1,33.929,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_219505239.1,WP_039541967.1,32.558,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_157729002.1,WP_039541967.1,33.071,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_228261602.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_313911266.1,WP_157898034.1,31.933,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_307616559.1,WP_039541967.1,31.343,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_081896743.1,WP_157898034.1,37.037,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_408373219.1,WP_000884830.1,32.743,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_157806807.1,WP_039541967.1,38.06,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_409360633.1,WP_000884830.1,35.0,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_010517221.1,WP_194473083.1,30.303,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_226003790.1,WP_000663275.1,35.338,NZ_NDOY01000267.1,PRTase-CE,PRTase-CE; ResIII
WP_200615468.1,WP_060382056.1,25.852,NZ_JALDSR010000006.1,PRTase-CE,PRTase-CE
WP_315473031.1,WP_219042728.1,38.79,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; PRK02277.1
WP_315473031.1,WP_206079065.1,33.745,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; PRK02277.1
WP_028302094.1,WP_157898034.1,24.121,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_181541620.1,WP_128320334.1,36.066,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_181541620.1,WP_244212823.1,35.616,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_166716120.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_278164916.1,WP_194473083.1,33.333,NZ_CP030037.1,PRTase-CE,PRTase-CE; PRTase-CE
WP_316407884.1,WP_128320334.1,32.877,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_005131151.1,WP_157898034.1,37.179,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_227535309.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_057422288.1,WP_128320334.1,35.443,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_139398593.1,WP_157898034.1,25.346,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_220771585.1,WP_157898034.1,31.707,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_315806381.1,WP_157898034.1,22.826,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_146247705.1,WP_128320334.1,32.857,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_116488453.1,WP_194473083.1,34.328,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_028626023.1,WP_157898034.1,35.897,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_227369945.1,WP_157898034.1,24.211,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_052660531.1,WP_128320334.1,34.667,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_156629855.1,WP_128320334.1,35.0,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_156629855.1,WP_194473083.1,32.967,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_029296231.1,WP_157898034.1,27.072,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_029296231.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_108998723.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_154707626.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_244653821.1,WP_128320334.1,33.846,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_244653821.1,WP_157898034.1,27.174,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_244653821.1,WP_194473083.1,34.043,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_064574298.1,WP_157898034.1,23.697,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_055981944.1,WP_128320334.1,40.0,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_055981944.1,WP_157898034.1,30.263,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_326329599.1,WP_039541967.1,34.028,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_293647658.1,WP_157898034.1,38.356,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_362845055.1,WP_157898034.1,24.424,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_332109498.1,WP_157898034.1,24.865,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_091338249.1,WP_157898034.1,34.848,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_101064513.1,WP_219042728.1,36.609,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran
WP_101064513.1,WP_206079065.1,35.408,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; Pribosyltran
WP_404832352.1,WP_000884830.1,34.188,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_354075687.1,WP_039541967.1,28.947,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_261467297.1,WP_060382056.1,22.941,NZ_JALDSR010000006.1,PRTase-CE,PRTase-CE
WP_161594068.1,WP_219042728.1,23.256,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_161594068.1,WP_206079065.1,24.206,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_236422907.1,WP_206079065.1,29.339,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; PRK07199.1
WP_236422907.1,WP_219042728.1,31.04,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; PRK07199.1
WP_192430625.1,WP_157898034.1,27.723,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_046236948.1,WP_039541967.1,36.567,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_167944699.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_287956058.1,WP_157898034.1,31.933,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_089498263.1,WP_000884830.1,35.897,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_243249959.1,WP_194473083.1,39.048,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_243249959.1,WP_157898034.1,24.272,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_018679348.1,WP_157898034.1,28.859,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_204223841.1,WP_157898034.1,30.488,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_071813833.1,WP_157898034.1,31.707,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_204100740.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_305583057.1,WP_219042728.1,31.897,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_137211669.1,WP_219042728.1,28.068,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_137211669.1,WP_206079065.1,29.173,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_155664532.1,WP_157898034.1,31.148,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_158848098.1,WP_219042728.1,29.075,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_158848098.1,WP_206079065.1,26.951,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_211743964.1,WP_157898034.1,31.707,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_408279597.1,WP_206079065.1,23.907,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_408279597.1,WP_219042728.1,23.466,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_408279597.1,WP_101283316.1,25.0,NZ_CP061079.1,AAA_16; AAA_22; ATPase_2; AAA; nSTAND1; DUF815; NB-ARC; DEAD; nSTAND3; TIGR02928; DnaA_homol_Hda; DnaA_homol_Hda; F430_CfbC,PRTase-CE
WP_222129943.1,WP_128320334.1,32.812,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_157649706.1,WP_128320334.1,39.706,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_157649706.1,WP_157898034.1,39.286,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_122320702.1,WP_219042728.1,37.725,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran
WP_122320702.1,WP_206079065.1,34.06,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; Pribosyltran
WP_352744666.1,WP_194473083.1,34.848,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_143293618.1,WP_157898034.1,30.0,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_289745774.1,WP_219042728.1,37.826,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran; PRK02277.1
WP_289745774.1,WP_206079065.1,35.405,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; Pribosyltran; PRK02277.1
WP_113441933.1,WP_157898034.1,30.108,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_248239304.1,WP_157898034.1,31.707,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_274777398.1,WP_194473083.1,32.609,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_048797684.1,WP_157898034.1,23.697,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_059661055.1,WP_000884830.1,36.667,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_316882998.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_320780218.1,WP_128320334.1,36.508,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_214995666.1,WP_157898034.1,28.758,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_353386296.1,WP_157898034.1,28.571,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_006761244.1,WP_157898034.1,38.596,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_408246473.1,WP_039541967.1,28.358,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_156362143.1,WP_060382056.1,30.347,NZ_JALDSR010000006.1,PRTase-CE,PRTase-CE
WP_000353381.1,WP_000663275.1,33.858,NZ_NDOY01000267.1,PRTase-CE,PRTase-CE
WP_170035360.1,WP_128320334.1,37.313,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_170035360.1,WP_157898034.1,34.021,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_143697259.1,WP_157898034.1,39.062,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_217156204.1,WP_157898034.1,36.111,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_369969736.1,WP_039541967.1,28.671,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_034356080.1,WP_128320334.1,37.838,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_309983400.1,WP_219042728.1,37.344,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_309983400.1,WP_206079065.1,33.875,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_056311420.1,WP_128320334.1,38.889,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_056311420.1,WP_157898034.1,24.551,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_167256042.1,WP_128320334.1,34.118,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_167256042.1,WP_194473083.1,32.5,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_320728655.1,WP_128320334.1,36.066,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_319863386.1,WP_128320334.1,36.111,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_319863386.1,WP_194473083.1,36.458,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_243614551.1,WP_194473083.1,35.632,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_096131210.1,WP_000884830.1,26.05,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_233970435.1,WP_244212823.1,38.144,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_233970435.1,WP_157898034.1,36.111,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_101208572.1,WP_157898034.1,36.62,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_228905258.1,WP_000884830.1,35.897,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_336224437.1,WP_219042728.1,38.222,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran; PRK02277.1
WP_336224437.1,WP_206079065.1,34.535,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; Pribosyltran; PRK02277.1
WP_287874471.1,WP_157898034.1,31.707,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_183806055.1,WP_219042728.1,36.015,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_202267590.1,WP_128320334.1,35.821,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_256511861.1,WP_206079065.1,27.53,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_256511861.1,WP_219042728.1,27.702,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_131706092.1,WP_157898034.1,22.927,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_380428094.1,WP_000663275.1,34.211,NZ_NDOY01000267.1,PRTase-CE,PRTase-CE
WP_293414582.1,WP_219042728.1,24.031,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_293414582.1,WP_206079065.1,22.452,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_293414582.1,WP_101283316.1,25.177,NZ_CP061079.1,AAA_16; AAA_22; ATPase_2; AAA; nSTAND1; DUF815; NB-ARC; DEAD; nSTAND3; TIGR02928; DnaA_homol_Hda; DnaA_homol_Hda; F430_CfbC,PRTase-CE
WP_239873990.1,WP_157898034.1,24.286,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_016981008.1,WP_157898034.1,25.414,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_016981008.1,WP_128320334.1,33.846,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_092996237.1,WP_060382056.1,25.904,NZ_JALDSR010000006.1,PRTase-CE,PRTase-CE
WP_166104891.1,WP_219042728.1,24.615,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_166104891.1,WP_206079065.1,23.62,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_160946075.1,WP_000884830.1,29.771,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_047286522.1,WP_157898034.1,27.072,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
